"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"258","0 Muthithi Rd","358","Baba Dogo Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1413,896,2226
"258","0 Muthithi Rd","359","Masai W Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",3082,2034,4668
"258","0 Muthithi Rd","360","Mbagathi Ridge","1/10/2017 - 1/12/2017, Every day, Daily Average",3135,2131,4610
"258","0 Muthithi Rd","362","Enterprise Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1444,752,2769
"258","0 Muthithi Rd","363","Kahawa Sukari Ave","1/10/2017 - 1/12/2017, Every day, Daily Average",1862,1236,2804
"258","0 Muthithi Rd","364","Mombasa Road","1/10/2017 - 1/12/2017, Every day, Daily Average",3001,1997,4509
"258","0 Muthithi Rd","366","Red Hill Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1464,997,2148
"258","0 Muthithi Rd","367","Mombasa Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2152,1268,3649
"258","0 Muthithi Rd","368","Tara Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",834,519,1339
"258","0 Muthithi Rd","369","Green Ln","1/10/2017 - 1/12/2017, Every day, Daily Average",3088,2017,4726
"258","0 Muthithi Rd","370","Emmaus Street,","1/10/2017 - 1/12/2017, Every day, Daily Average",2195,1248,3860
"258","0 Muthithi Rd","371","Racing Circuit","1/10/2017 - 1/12/2017, Every day, Daily Average",1624,848,3108
"258","0 Muthithi Rd","372","Musa Gitau Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",767,444,1323
"258","0 Muthithi Rd","374","Namanga Road","1/10/2017 - 1/12/2017, Every day, Daily Average",3091,2198,4345
"258","0 Muthithi Rd","376","Gathuru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1838,1201,2810
"258","0 Muthithi Rd","377","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2141,1318,3475
"258","0 Muthithi Rd","378","Aerodrome Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",973,433,2181
"258","0 Muthithi Rd","379","Kamukunji Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1078,613,1894
"258","0 Muthithi Rd","380","Mombasa Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2067,1220,3501
"258","0 Muthithi Rd","381","Eldoret-Malaba Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1927,1346,2758
"258","0 Muthithi Rd","383","Muungano House","1/10/2017 - 1/12/2017, Every day, Daily Average",864,404,1845
"258","0 Muthithi Rd","385","Laxmi Estate","1/10/2017 - 1/12/2017, Every day, Daily Average",1384,869,2203
"258","0 Muthithi Rd","386","Ablution Block","1/10/2017 - 1/12/2017, Every day, Daily Average",1146,544,2411
"258","0 Muthithi Rd","387","3rd Sunrise Ave","1/10/2017 - 1/12/2017, Every day, Daily Average",2175,1446,3270
"258","0 Muthithi Rd","388","0 Moi Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",1876,1188,2961
"258","0 Muthithi Rd","389","Limuru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2726,2005,3705
"258","0 Muthithi Rd","390","100-188 Thego Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",980,564,1702
"258","0 Muthithi Rd","391","Meru - Nairobi Hwy","1/10/2017 - 1/12/2017, Every day, Daily Average",1856,1278,2695
"258","0 Muthithi Rd","392","Coffee Garden Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",762,454,1277
"258","0 Muthithi Rd","394","Limuru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2327,1625,3330
"258","0 Muthithi Rd","396","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2900,1819,4622
"258","0 Muthithi Rd","397","Mahavir Court","1/10/2017 - 1/12/2017, Every day, Daily Average",277,123,622
"258","0 Muthithi Rd","398","Kihara- Gacii- Karura Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1626,1168,2263
"258","0 Muthithi Rd","399","Eastern Bypass","1/10/2017 - 1/12/2017, Every day, Daily Average",2411,1580,3677
"258","0 Muthithi Rd","400","Outer Ring Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",796,466,1358
