"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"192","Cargen House","289","USIU Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1422,917,2203
"192","Cargen House","290","Ngong Forest Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2196,1291,3733
"192","Cargen House","291","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1418,846,2374
"192","Cargen House","292","Loneview Access Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1855,1153,2982
"192","Cargen House","293","Lake View Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",1372,903,2082
"192","Cargen House","294","Pofu Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1993,1340,2962
"192","Cargen House","295","Mombasa Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2552,1720,3786
"192","Cargen House","297","Ndemi Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1282,776,2116
"192","Cargen House","298","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2413,1676,3472
"192","Cargen House","299","Dallas Ct","1/10/2017 - 1/12/2017, Every day, Daily Average",3057,2075,4503
"192","Cargen House","300","Helena Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2294,1466,3588
"192","Cargen House","301","ELSEK ELSEK Nairobi Show House Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2430,1610,3666
"192","Cargen House","302","Limuru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2677,2042,3508
"192","Cargen House","303","400 Muhuri Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2989,1884,4739
"192","Cargen House","304","Embu - Nairobi Hwy","1/10/2017 - 1/12/2017, Every day, Daily Average",1994,1368,2904
"192","Cargen House","305","Amani","1/10/2017 - 1/12/2017, Every day, Daily Average",1718,1116,2644
"192","Cargen House","306","Mandela Gate","1/10/2017 - 1/12/2017, Every day, Daily Average",2059,1357,3122
"192","Cargen House","308","500 Kwarara Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2441,1652,3605
"192","Cargen House","309","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1671,1002,2783
"192","Cargen House","311","Kangundo Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2832,1802,4449
"192","Cargen House","312","100 Kamiti Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1370,842,2228
"192","Cargen House","313","Mumwe Drive","1/10/2017 - 1/12/2017, Every day, Daily Average",1839,1284,2633
"192","Cargen House","314","Mutarakwa Limuru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2753,1843,4110
"192","Cargen House","316","Prestige Apartments","1/10/2017 - 1/12/2017, Every day, Daily Average",1379,812,2339
"192","Cargen House","317","Fifth St","1/10/2017 - 1/12/2017, Every day, Daily Average",1109,650,1891
"192","Cargen House","319","Banana Raini Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2359,1633,3407
"192","Cargen House","320","Northern Bypass Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2327,1572,3444
"192","Cargen House","321","Fiesta-Bypass Link","1/10/2017 - 1/12/2017, Every day, Daily Average",1665,1133,2445
"192","Cargen House","322","Wanyee Cl","1/10/2017 - 1/12/2017, Every day, Daily Average",1835,1129,2980
"192","Cargen House","323","Njathaini Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2080,1363,3173
"192","Cargen House","324","30700 Naivasha Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1352,861,2122
"192","Cargen House","325","Community Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2603,1688,4012
"192","Cargen House","326","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2273,1698,3041
"192","Cargen House","327","Moi Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",1512,914,2499
"192","Cargen House","328","Sigona Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",1909,1334,2731
"192","Cargen House","329","1800 Mpaka Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",671,336,1338
"192","Cargen House","330","Kanyariri-Gitaru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1857,1257,2741
