"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"271","Kisii University College, monrovia ambank, Nairobi","3","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1883,1286,2756
"271","Kisii University College, monrovia ambank, Nairobi","5","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1869,1271,2747
"271","Kisii University College, monrovia ambank, Nairobi","6","Athi River Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2682,1949,3689
"271","Kisii University College, monrovia ambank, Nairobi","7","Jirongo Flats","1/10/2017 - 1/12/2017, Every day, Daily Average",2323,1514,3563
"271","Kisii University College, monrovia ambank, Nairobi","9","Meru - Nairobi Hwy","1/10/2017 - 1/12/2017, Every day, Daily Average",2477,1759,3486
"271","Kisii University College, monrovia ambank, Nairobi","12","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2883,2102,3952
"271","Kisii University College, monrovia ambank, Nairobi","13","Foot Path","1/10/2017 - 1/12/2017, Every day, Daily Average",2564,1536,4279
"271","Kisii University College, monrovia ambank, Nairobi","14","Kangundo Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",3328,2184,5069
"271","Kisii University College, monrovia ambank, Nairobi","15","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2324,1507,3582
"271","Kisii University College, monrovia ambank, Nairobi","16","Silanga Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1771,1138,2754
"271","Kisii University College, monrovia ambank, Nairobi","17","Ole Kasasi Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",3153,2201,4516
"271","Kisii University College, monrovia ambank, Nairobi","19","Kihara- Gacii- Karura Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1813,1333,2464
"271","Kisii University College, monrovia ambank, Nairobi","20","Icipe Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1365,820,2270
"271","Kisii University College, monrovia ambank, Nairobi","21","Carpenter's Workshop","1/10/2017 - 1/12/2017, Every day, Daily Average",2443,1470,4058
"271","Kisii University College, monrovia ambank, Nairobi","22","Kiroe Chunga Mali Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2182,1650,2884
"271","Kisii University College, monrovia ambank, Nairobi","23","Muhuri Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1395,916,2123
"271","Kisii University College, monrovia ambank, Nairobi","24","Ndege Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2213,1476,3317
"271","Kisii University College, monrovia ambank, Nairobi","25","1000 Kangundo Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2445,1511,3954
"271","Kisii University College, monrovia ambank, Nairobi","26","Arena Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",1161,702,1917
"271","Kisii University College, monrovia ambank, Nairobi","27","Ngong Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1934,1132,3303
"271","Kisii University College, monrovia ambank, Nairobi","28","Miotoni Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2710,1628,4509
"271","Kisii University College, monrovia ambank, Nairobi","29","Mayor Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2007,1272,3165
"271","Kisii University College, monrovia ambank, Nairobi","30","Kerwa","1/10/2017 - 1/12/2017, Every day, Daily Average",2035,1493,2773
